,Unnamed: 0.1,Unnamed: 0,rm_restaurant_id,r_onlyname,r_city,r_state,r_score,r_ratings,r_category,r_price_range,r_lat,r_lng,min,max,mean,median,count,state_city,menu_items
2788,7193,7193,19877,Salazar Tacos  Tequila,washington dc,dc,4.8,32.0,"mexican, latin american, new mexican",$$,38.91469,-77.03155,3.99,17.99,11.078275862068963,11.99,1,DC/WASHINGTON DC,29
2794,7202,7202,19889,Don Tito,arlington,va,4.6,22.0,"mexican, latin american, new mexican, alcohol",$,38.88666,-77.0963,3.0,26.0,11.893617021276595,12.0,1,VA/ARLINGTON,47
2795,7203,7203,19890,bartaco,washington dc,dc,4.7,109.0,"mexican, new mexican, tacos, tacos, comfort food",$,38.90282,-77.01871,3.0,65.0,10.106172839506174,7.95,1,DC/WASHINGTON DC,81
2796,7204,7204,19891,dLea,washington dc,dc,5.0,33.0,"mexican, latin american, new mexican, latin fusion, gourmet",$,38.90227,-77.0187,8.0,130.0,23.676470588235293,15.5,1,DC/WASHINGTON DC,34
2797,7205,7205,19892,Amigo Mio,washington dc,dc,4.7,11.0,"mexican, latin american, new mexican",$$$,38.90545,-77.06052,8.0,34.0,17.615384615384617,16.0,1,DC/WASHINGTON DC,52
2798,7207,7207,19895,Corner Taco,washington dc,dc,4.8,216.0,"mexican, latin american, new mexican",$,38.906421,-77.04144,3.0,55.0,13.96,15.0,1,DC/WASHINGTON DC,25
2800,7210,7210,19898,Savage Burrito,arlington,va,4.8,232.0,"mexican, burritos, bowls, salads",$,38.88262,-77.11329,4.25,11.0,8.36111111111111,8.25,1,VA/ARLINGTON,45
2804,7215,7215,19904,Mi Casa,washington dc,dc,4.4,21.0,"mexican, latin american, new mexican",$$$,38.91245,-77.04454,4.4,42.9,18.848076923076924,20.9,1,DC/WASHINGTON DC,52
2806,7218,7218,19908,District Taco,arlington,va,4.8,71.0,"mexican, latin american, new mexican",$,38.8952863,-77.1433225,3.28,16.33,8.873125,6.55,1,VA/ARLINGTON,32
2809,7223,7223,19917,Kachis Tacos  Cantina,washington dc,dc,4.5,22.0,"mexican, latin american, new mexican",$,38.91995,-77.04144,3.0,35.0,10.141515151515152,9.495,1,DC/WASHINGTON DC,66
2810,7224,7224,19918,Los Chamacos Mexican Restaurant,arlington,va,4.8,429.0,"mexican, latin american, new mexican, group friendly, alcohol",$$,38.86308,-77.08731,3.0,99.0,13.431467181467182,10.45,1,VA/ARLINGTON,259
2811,7225,7225,19920,Uncle Julios Rio Grande Cafe,arlington,va,4.7,224.0,"mexican, latin american, new mexican, family meals, family friendly, group friendly",$,38.8825403,-77.1129556,3.11,91.54,19.186666666666667,16.505,1,VA/ARLINGTON,60
2812,7227,7227,19922,Los Tios Grill,arlington,va,4.6,91.0,"mexican, latin american, new mexican",$,38.853396,-77.05391,3.25,65.95,14.76944,14.95,1,VA/ARLINGTON,125
2813,7228,7228,19923,El Super Pollo,arlington,va,4.8,77.0,"mexican, new mexican, chicken, family meals",$$,38.878312,-77.121726,3.25,65.99,16.55787878787879,13.99,1,VA/ARLINGTON,66
2818,7236,7236,19932,Espita Mezcaleria,washington dc,dc,4.9,28.0,"mexican, latin american, new mexican, alcohol",$,38.9069502,-77.0242502,3.75,15.0,9.716666666666669,12.0,1,DC/WASHINGTON DC,15
2822,7241,7241,19937,Tacombi  Arlington,arlington,va,4.9,106.0,"mexican, latin american, new mexican",$,38.8595,-77.04973,3.98,24.0,9.30846153846154,6.99,1,VA/ARLINGTON,39
2826,7245,7245,19941,Baja Fresh,washington dc,dc,4.7,54.0,"latin american, mexican, new mexican, family meals",$,38.90199,-77.04491,3.09,11.99,5.878,5.59,1,DC/WASHINGTON DC,20
2828,7248,7248,19944,District Taco,washington dc,dc,4.6,206.0,"mexican, latin american, new mexican",$,38.8975169,-77.0301837,3.28,16.33,8.873125,6.55,1,DC/WASHINGTON DC,32
2829,7252,7252,19948,Jaco Juice  Taco Bar,washington dc,dc,4.9,377.0,"breakfast and brunch, mexican, juice and smoothies, new mexican",$$,38.911232,-77.0657,3.19,16.39,9.517925925925926,9.49,1,DC/WASHINGTON DC,135
2830,7254,7254,19950,Mission,washington dc,dc,4.7,34.0,"mexican, latin american, new mexican",$$,38.9114802,-77.0451794,3.5,60.0,13.083333333333334,11.5,1,DC/WASHINGTON DC,24
2831,7255,7255,19951,Chipotle Mexican Grill,washington dc,dc,,,"new mexican, mexican, mexican, latin american, healthy",$,38.89505,-77.02651,3.35,17.05,7.819230769230769,5.5,1,DC/WASHINGTON DC,39
2832,7256,7256,19954,Super  Tacos  Bakery,washington dc,dc,4.8,78.0,"mexican, latin american, new mexican",$,38.923519,-77.040861,3.0,38.0,9.79142857142857,9.0,1,DC/WASHINGTON DC,105
2833,7258,7258,19956,Chaia,washington dc,dc,5.0,66.0,"mexican, latin american, new mexican",$,38.9011009,-77.0210282,3.25,13.0,7.580357142857143,5.0,1,DC/WASHINGTON DC,28
2835,7260,7260,19958,District Taco,washington dc,dc,4.7,270.0,"mexican, latin american, new mexican, group friendly",$,38.9059185,-77.0446529,3.28,16.33,8.8471875,6.55,1,DC/WASHINGTON DC,32
2837,7264,7264,19963,Taco Rock,arlington,va,4.7,133.0,"mexican, latin american, new mexican",$,38.89518,-77.07421,3.0,25.0,8.0078125,4.75,1,VA/ARLINGTON,64
2869,7310,7310,20017,Chipotle Mexican Grill,washington dc,dc,4.7,149.0,"healthy, mexican",$,38.9054083,-77.0645361,3.25,17.0,7.97875,6.55,1,DC/WASHINGTON DC,40
2975,7447,7447,20194,HuevoRito,arlington,va,4.3,19.0,"mexican, burritos, breakfast and brunch",$,38.89702539752277,-77.10742481952265,3.0,36.0,9.058823529411764,8.0,1,VA/ARLINGTON,17
2991,7466,7466,20216,Charga,arlington,va,4.7,44.0,"mediterranean, peruvian, pakistani, mexican, halal, healthy, sandwich, salads",$$,38.896697,-77.1323069,3.25,286.0,17.17479674796748,11.7,1,VA/ARLINGTON,123
3016,7500,7500,20254,Cuba Libre Restaurant  Rum Bar,washington dc,dc,,,"latin american, mexican, vegetarian, healthy",$,38.9001482,-77.0236517,4.0,82.0,22.169117647058822,17.25,1,DC/WASHINGTON DC,34
3033,7519,7519,20277,EATS UNITED,washington dc,dc,,,"pakistani, indian, mexican, halal",$,38.894219,-77.021506,3.49,16.49,10.611951219512196,10.99,1,DC/WASHINGTON DC,41
3151,7661,7661,20450,Qdoba Mexican Eats,washington dc,dc,4.7,230.0,"mexican, bowls, salads",$,38.8963688,-77.0264098,3.3,39.6,9.45,3.45,1,DC/WASHINGTON DC,6
3166,7682,7682,20476,King Burrito,washington dc,dc,3.4,14.0,"mexican, chicken, drinks",$,38.93166,-77.02386,3.0,15.0,10.462962962962964,12.0,1,DC/WASHINGTON DC,27
3203,7727,7727,20531,Sol Mexican Grill,washington dc,dc,4.9,30.0,"family meals, mexican, family friendly",$,38.899723,-77.048134,3.0,28.0,7.642857142857143,7.0,1,DC/WASHINGTON DC,21
3284,7831,7831,20653,El Paso Cafe,arlington,va,,,"mexican, family friendly",$$,38.873453,-77.106277,3.39,69.99,15.974235294117646,13.29,1,VA/ARLINGTON,85
3305,7855,7855,20679,CACTUS CANTINA RESTAURANT,washington dc,dc,,,"mexican, kids friendly, salads, healthy",$$,38.9336896,-77.0726461,8.95,11.95,10.75,10.95,1,DC/WASHINGTON DC,5
3313,7869,7869,20696,Anejo Bar  Grill,washington dc,dc,,,"latin american, mexican, vegetarian, healthy",$,38.9389724,-77.0329977,11.95,11.95,11.95,11.95,1,DC/WASHINGTON DC,1
3343,7907,7907,20746,Wings Express   Tenleytown,washington dc,dc,,,"latin american, mexican, vegetarian, healthy, exclusive to eats",$,38.9488421,-77.0797717,7.15,10.0,8.727272727272727,9.15,1,DC/WASHINGTON DC,11
3345,7909,7909,20750,Catrachitos  Delli,washington dc,dc,,,"latin american, mexican, vegetarian",$,38.9287741,-77.0229141,3.0,17.0,7.334999999999999,7.625,1,DC/WASHINGTON DC,20
3359,7927,7927,20775,Chipotle Mexican Grill,washington dc,dc,4.8,122.0,"healthy, mexican",$,38.9030042,-77.0339443,3.35,17.05,8.325000000000001,6.675000000000001,1,DC/WASHINGTON DC,38
3368,7937,7937,20787,Taco Time FT,washington dc,dc,,,"mexican, exclusive to eats",$$,38.96114,-77.02776,3.49,15.99,10.85046511627907,10.99,1,DC/WASHINGTON DC,43
3376,7945,7945,20801,Taco Bell,arlington,va,4.6,500.0,"burritos, fast food, mexican, group friendly",$,38.8428193,-77.1081906,3.35,26.39,9.233285714285715,6.59,1,VA/ARLINGTON,70
3437,8313,8313,22087,Sol Cantina,washington dc,dc,,,"mexican, latin american, new mexican",$,38.8999888,-76.9886131,3.0,15.0,12.05,14.0,1,DC/WASHINGTON DC,20
3455,8332,8332,22645,Little Miner Taco,washington dc,dc,4.6,148.0,"mexican, tacos, exclusive to eats, latin american, latin fusion, new mexican, burritos, vegan, vegan friendly, snacks, pastry, empanada, comfort food, comfort food",$,38.90418,-77.00297,12.0,12.0,12.0,12.0,1,DC/WASHINGTON DC,3
3457,8334,8334,22670,Super Mega Dilla,arlington,va,4.5,30.0,"mexican, tex mex, new american",$,38.88205,-77.11005,3.0,12.0,7.35,6.5,1,VA/ARLINGTON,20
3470,8360,8360,23512,Chipotle Mexican Grill,arlington,va,4.8,249.0,"healthy, mexican",$,38.8540285,-77.0491676,3.15,16.0,7.782051282051282,6.3,1,VA/ARLINGTON,39
3487,9401,9401,26523,Laredo DC,washington dc,dc,4.8,34.0,"mexican, desserts, exclusive to eats",$$,38.9359351,-77.0590493,3.99,59.99,16.768155339805823,14.99,1,DC/WASHINGTON DC,103
3499,9413,9413,26559,Mosaico by Arepa Zone,washington dc,dc,4.8,61.0,"mexican, latin american, south american, venezuelan",$,38.908966,-76.99956,3.0,15.25,8.077380952380953,7.0,1,DC/WASHINGTON DC,42
3518,9432,9432,26659,SOL Mexican Grill,washington dc,dc,4.9,56.0,"mexican, latin american, new mexican",$,38.95448,-77.08299,3.0,28.0,8.994782608695653,8.0,1,DC/WASHINGTON DC,23
3522,9436,9436,26688,District Taco,washington dc,dc,4.8,185.0,"mexican, latin american, new mexican",$,38.9499638,-77.0807788,3.28,16.33,8.535428571428572,5.61,1,DC/WASHINGTON DC,35
3542,9456,9456,26773,Bandit Taco,washington dc,dc,4.8,271.0,"latin american, mexican, family meals",$,38.9505534,-77.0800584,3.0,50.0,7.952020202020202,6.0,1,DC/WASHINGTON DC,99
3562,9477,9477,26931,Guapos Restaurant  Tenleytown Washington DC,washington dc,dc,4.7,226.0,"mexican, latin american, chicken, group friendly",$$,38.9484264,-77.0795385,3.25,79.95,15.395408163265309,13.95,1,DC/WASHINGTON DC,98
3581,9598,9598,27817,El Bebe Tacos and Tequila,washington dc,dc,4.8,336.0,"mexican, latin american, new mexican",$,38.87633,-77.00637,3.5,48.0,16.44047619047619,15.0,1,DC/WASHINGTON DC,42
3622,9641,9641,27888,Chipotle Mexican Grill,arlington,va,4.6,34.0,"mexican, healthy",$,38.88742,-77.09439,3.15,16.4,7.492307692307692,5.3,1,VA/ARLINGTON,39
3641,9691,9691,28492,Paraso,washington dc,dc,5.0,57.0,mexican,$,38.8823309,-76.9912625,3.45,36.65,13.144444444444444,11.5,1,DC/WASHINGTON DC,45
3650,9700,9700,28505,El Centro DF,washington dc,dc,4.7,59.0,"mexican, latin american",$,38.9056811,-77.0631681,3.0,120.0,19.261904761904763,15.0,1,DC/WASHINGTON DC,42
3669,9719,9719,28529,Johnny Pistolas,washington dc,dc,,,"mexican, bar food",$$,38.9204939,-77.0416584,3.25,18.0,8.946428571428571,9.0,1,DC/WASHINGTON DC,28
3707,9757,9757,28571,TaKorean  Navy Yard,washington dc,dc,4.9,138.0,"korean, bbq, mexican, asian, salads, healthy, exclusive to eats",$,38.8751906,-77.0003166,4.0,54.0,16.25,11.25,1,DC/WASHINGTON DC,12
3748,9798,9798,28613,Don Juan Restaurant,washington dc,dc,4.6,45.0,"latin american, mexican, vegetarian",$,38.93107,-77.03863,3.35,74.45,16.666477272727274,17.25,1,DC/WASHINGTON DC,88
3759,9809,9809,28624,Alero Restaurant,washington dc,dc,4.7,57.0,"american, mexican",$$,38.9134025,-77.0459914,3.99,63.99,16.097142857142856,13.99,1,DC/WASHINGTON DC,84
